,atqui,aut,autem,certe,ceu,confestim,cum,dehinc,deinceps,demum,denique,enim,ergo,eciam,exinde,forsan,forsitan,fortassis,ideo,igitur,ita,itaque,iterum,mox,multotiens,nam,namque,nempe,nimirum,puta,quando,quemadmodum,quia,quidem,quippe,quod,quoniam,quoque,praecipue,rursum,rursus,sane,scilicet,saepe,sic,sicut,siquidem,tamquam,ut,utique,uelut,ueluti,uero,uidelicet
0,0.0,0.05800147905657416,0.4350110929243062,0.0,0.0,0.0,0.17400443716972247,0.0,0.0,0.0,0.0,0.23200591622629663,0.0,0.11600295811314831,0.0,0.0,0.0,0.2610066557545837,0.0,0.11600295811314831,0.02900073952828708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17400443716972247,0.05800147905657416,0.17400443716972247,0.23200591622629663,0.0,0.46401183245259325,0.0,0.05800147905657416,0.0,0.02900073952828708,0.0,0.0,0.05800147905657416,0.0,0.1450036976414354,0.1450036976414354,0.0,0.02900073952828708,0.377009613867732,0.0,0.0,0.0,0.31900813481115786,0.0
1,0.0,0.1583891032045364,0.47516730961360915,0.0,0.0,0.0,0.10559273546969092,0.0,0.0,0.0,0.0,0.13199091933711365,0.02639818386742273,0.18478728707195913,0.0,0.0,0.0,0.05279636773484546,0.0,0.1583891032045364,0.05279636773484546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10559273546969092,0.05279636773484546,0.18478728707195913,0.3431763902764955,0.02639818386742273,0.5807600450833,0.02639818386742273,0.05279636773484546,0.0,0.0,0.0,0.0,0.05279636773484546,0.0,0.05279636773484546,0.18478728707195913,0.0,0.02639818386742273,0.23758365480680457,0.0791945516022682,0.0,0.0,0.21118547093938184,0.0
2,0.0,0.07435223956449145,0.4461134373869487,0.0,0.0,0.0,0.02478407985483048,0.0,0.0,0.0,0.0,0.1487044791289829,0.04956815970966096,0.07435223956449145,0.0,0.0,0.0,0.0,0.0,0.1487044791289829,0.04956815970966096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04956815970966096,0.22305671869347435,0.6196019963707621,0.0,0.22305671869347435,0.02478407985483048,0.07435223956449145,0.0,0.02478407985483048,0.0,0.0,0.0,0.0,0.02478407985483048,0.12392039927415241,0.0,0.0,0.09913631941932192,0.0,0.0,0.0,0.4708975172417792,0.0
3,0.0,0.07563342336604849,0.2647169817811697,0.0,0.0,0.0,0.037816711683024244,0.0,0.0,0.0,0.0,0.09454177920756061,0.018908355841512122,0.15126684673209698,0.0,0.0,0.0,0.0,0.0,0.11345013504907274,0.018908355841512122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018908355841512122,0.05672506752453637,0.07563342336604849,0.5672506752453637,0.0,0.018908355841512122,0.05672506752453637,0.07563342336604849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28362533762268183,0.0,0.018908355841512122,0.09454177920756061,0.09454177920756061,0.0,0.018908355841512122,0.6617924544529243,0.0
4,0.0,0.22241519739601082,0.12131738039782408,0.020219563399637347,0.0,0.0,0.32351301439419755,0.0,0.0,0.0,0.0,0.3032934509945602,0.040439126799274694,0.06065869019891204,0.0,0.0,0.0,0.06065869019891204,0.0,0.14153694379746143,0.020219563399637347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628543241952855,0.525708648390571,0.0,0.08087825359854939,0.0,0.020219563399637347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020219563399637347,0.0,0.020219563399637347,0.10109781699818673,0.040439126799274694,0.0,0.020219563399637347,0.5863673385894831,0.0
5,0.0,0.2682837116092237,0.18573487726792412,0.0206372085853249,0.0,0.0,0.1031860429266245,0.0,0.0,0.0,0.0,0.2682837116092237,0.0412744171706498,0.061911625755974704,0.0,0.0,0.0,0.0206372085853249,0.0,0.1031860429266245,0.0412744171706498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412744171706498,0.37146975453584824,0.49529300604779763,0.0,0.1031860429266245,0.0206372085853249,0.0412744171706498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061911625755974704,0.0,0.0,0.0825488343412996,0.0,0.0,0.0206372085853249,0.6191162575597471,0.0
6,0.0,0.2753443958769674,0.3254070133091433,0.0,0.0,0.0,0.05006261743217589,0.0,0.0,0.0,0.0,0.30037570459305535,0.025031308716087945,0.10012523486435178,0.0,0.0,0.0,0.12515654358043973,0.0,0.2252817784447915,0.025031308716087945,0.0,0.0,0.0,0.025031308716087945,0.0,0.0,0.0,0.0,0.0,0.0,0.05006261743217589,0.17521916101261562,0.450563556889583,0.0,0.47559486560567094,0.05006261743217589,0.05006261743217589,0.0,0.025031308716087945,0.025031308716087945,0.0,0.0,0.025031308716087945,0.025031308716087945,0.10012523486435178,0.0,0.05006261743217589,0.07509392614826384,0.12515654358043973,0.0,0.05006261743217589,0.37546963074131917,0.0
7,0.0,0.02816063585180762,0.47873080948072955,0.0,0.0,0.02816063585180762,0.05632127170361524,0.0,0.0,0.0,0.0,0.2816063585180762,0.02816063585180762,0.02816063585180762,0.0,0.0,0.0,0.02816063585180762,0.0,0.19712445096265332,0.0,0.0,0.02816063585180762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1408031792590381,0.02816063585180762,0.08448190755542286,0.39424890192530665,0.0,0.08448190755542286,0.02816063585180762,0.3097669943698838,0.0,0.0,0.0,0.0,0.0,0.0,0.02816063585180762,0.1689638151108457,0.0,0.05632127170361524,0.19712445096265332,0.1689638151108457,0.0,0.02816063585180762,0.5068914453325372,0.0
8,0.0,0.10988845115895121,0.43955380463580485,0.0,0.0,0.0,0.16483267673842683,0.0,0.0,0.0,0.0,0.21977690231790242,0.0,0.08241633836921342,0.0,0.0,0.0,0.24724901510764022,0.0,0.10988845115895121,0.054944225579475606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16483267673842683,0.054944225579475606,0.137360563948689,0.24724901510764022,0.0,0.49449803021528044,0.0,0.054944225579475606,0.0,0.027472112789737803,0.0,0.0,0.054944225579475606,0.0,0.137360563948689,0.137360563948689,0.0,0.027472112789737803,0.35713746626659143,0.0,0.0,0.0,0.32966535347685366,0.0
9,0.0,0.1377582397915608,0.3673553061108288,0.0,0.0,0.0,0.0459194132638536,0.0,0.0,0.0,0.0,0.114798533159634,0.0229597066319268,0.114798533159634,0.0,0.0,0.0,0.0,0.0,0.1377582397915608,0.0229597066319268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459194132638536,0.0229597066319268,0.114798533159634,0.4821538392704628,0.0,0.0459194132638536,0.0688791198957804,0.0918388265277072,0.0,0.0229597066319268,0.0,0.0,0.0,0.0,0.0,0.3214358928469752,0.0,0.0229597066319268,0.1607179464234876,0.1377582397915608,0.0,0.0229597066319268,0.6199120790620236,0.0
